"","mean","se_mean","sd","0.5%","2.5%","25%","50%","75%","97.5%","99.5%","n_eff","Rhat"
"log_lambda[89]",5.29723714995165,0.000616356864139273,0.121814710337716,4.99005447278844,5.06310806603017,5.21479064834115,5.29537816094302,5.37805636000477,5.54104818569498,5.62308892215597,39060.248312129,0.999978414224372
"log_lambda[90]",3.40215855998999,0.000651592172064094,0.129862486156355,3.07432502551219,3.15014155961831,3.31447308316026,3.40090656925646,3.48790500127416,3.66299263543163,3.74867614163143,39720.5917091185,1.00000075820955
"log_lambda[91]",2.8166314264106,0.000676850705203156,0.134478649412223,2.47501122023325,2.5584214812595,2.7251299241706,2.81493663608228,2.90541759313293,3.08640144686138,3.1746272660058,39474.887963069,1.00004874390633
"log_lambda[92]",0.921552836448941,0.000742098956148599,0.149371296656189,0.543972836699001,0.635054885848337,0.820850402201693,0.920053708720931,1.0209503677438,1.21850828219348,1.31829946573232,40514.5165208993,1.00005687028412
"log_lambda[93]",5.93007477378887,0.000640124023774818,0.12782859898306,5.61261110966789,5.6840231604287,5.84420042547074,5.92833396614378,6.01455180611723,6.18614231947081,6.27514460909435,39877.4891014842,0.999972378732161
"log_lambda[94]",4.03499618382722,0.000678125772976457,0.136926932766428,3.68308034835232,3.76942506847755,3.943522195386,4.03470117243795,4.12631971699463,4.30608816109816,4.4035219918774,40771.5534119275,1.00000882609866
"log_lambda[95]",2.45836265222445,0.000710073308171314,0.142047240313902,2.09583440804504,2.18154933053809,2.36273100145507,2.45736419783302,2.55287617392425,2.73775349835475,2.83141823972814,40018.3543958619,1.00001136080393
"log_lambda[96]",0.563284062262793,0.000775607400738812,0.1561746472852,0.160811663820284,0.25787748235085,0.4585895050391,0.562372981214576,0.668008659614566,0.873652398137626,0.977313799515607,40544.9882366853,1.00004323923991
"log_lambda[97]",1.91494783000024,0.00109485392868349,0.217094359883322,1.34771380963717,1.48472255212849,1.76854999817628,1.91714209547364,2.06127285788145,2.33968818938949,2.46444216731351,39317.3934975101,1.00000445949934
"log_lambda[98]",0.0198692400385821,0.00113274829223749,0.225920397604972,-0.575930977303339,-0.42699119238432,-0.131759114713144,0.0227248790936569,0.17235897993971,0.460814136601555,0.588002084524564,39778.1018310176,0.999984602968802
